variableName;function;nameSpace;dataType;initialValue;address
61_O_Panel_I7;Painel 17 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Inputs/...
60_I_Conveyor;Liga Esteira;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
60_I_P1;Atuador Posição 1;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
60_I_P2;Atuador Posição 2;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
60_I_Identify;Bloqueio da Peça para Identificação;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Led_Start;LED Start;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Led_Reset;LED Reset;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Led_Extra1;LED Extra 1;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Led_Extra2;LED Extra 2;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Panel_O4;Painel OUT 4 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Panel_O5;Painel OUT 5 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Panel_O6;Painel OUT 6 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Panel_O7;Painel OUT 7 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
62_F_Conveyor;Liga Esteira;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
62_F_P1;Atuador Posição 1;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
62_F_P2;Atuador Posição 2;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
62_F_Identify;Bloqueio da Peça para Identificação;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Led_Start;LED Start;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Led_Reset;LED Reset;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Led_Extra1;LED Extra 1;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Led_Extra2;LED Extra 2;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Panel_O4;Painel OUT 4 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Panel_O5;Painel OUT 5 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Panel_O6;Painel OUT 6 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Panel_O7;Painel OUT 7 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
70_O_S_Inductive;Sensor indutivo (metálico);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_S_Part;Sensor de peça;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_S_Station;Sensor passagem estação;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_S_Part_Height;Sensor altura peça;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_Elev_High;Estação elevada;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_Elev_Low;Estação abaixada;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_Pist_Back;Cilindro retirada recuado;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_On;Liga;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Off;Desliga;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Key_Pos;Chave;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Reset;Reset;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Panel_I4;Painel I4 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Panel_I5;Painel I5 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Panel_I6;Painel I6 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Panel_I7;Painel 17 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_I_Elev_Down;Desce Estação;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
70_I_Elev_Up;Sobe Estação;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
70_I_Eject_Part;Retira Peça;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
70_I_Air_On;Liga Ar;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Led_Start;LED Start;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Led_Reset;LED Reset;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Led_Extra1;LED Extra 1;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Led_Extra2;LED Extra 2;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Panel_O4;Painel OUT 4 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Panel_O5;Painel OUT 5 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Panel_O6;Painel OUT 6 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Panel_O7;Painel OUT 7 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
72_F_Elev_Down;Desce Estação;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
72_F_Elev_Up;Sobe Estação;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
72_F_Eject_Part;Retira Peça;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
72_F_Air_On;Liga Ar;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Led_Start;LED Start;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Led_Reset;LED Reset;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Led_Extra1;LED Extra 1;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Led_Extra2;LED Extra 2;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Panel_O4;Painel OUT 4 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Panel_O5;Painel OUT 5 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Panel_O6;Painel OUT 6 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Panel_O7;Painel OUT 7 (Conexão banana);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
80_O_Mag_Full;Alimentador Cheio;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Pist_Back;Alimentador Peças Recuado;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Pist_Fwd;Alimentador Peças Avançado;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Part_Stuck;Peça Presa Ventosa;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Arm_Mag;Ventosa Posição Esquerda (Magazine);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Arm_Del;Ventosa Posição Direita;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Part_Mag;Peça Magazine;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_On;Liga;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Off;Desliga;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Key_Pos;Chave;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Reset;Reset;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Panel_I4;Painel I4 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Panel_I5;Painel I5 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Panel_I6;Painel I6 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Panel_I7;Painel 17 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_I_Pist_Adv;Alimentador Peças Acionado;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
80_I_Suction_On;Ventosa ON;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
80_I_Suction_Off;Ventosa OFF;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
80_I_Arm_2_Del;Ventosa Sentido Direita;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
80_I_Arm_2_Mag;Ventosa Sentido Esquerda (Magazine);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Led_Start;LED Start;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Led_Reset;LED Reset;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Led_Extra1;LED Extra 1;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Led_Extra2;LED Extra 2;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Panel_O4;Painel OUT 4 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Panel_O5;Painel OUT 5 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Panel_O6;Painel OUT 6 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Panel_O7;Painel OUT 7 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
82_F_Pist_Adv;Alimentador Peças Acionado;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
82_F_Suction_On;Ventosa ON;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
82_F_Suction_Off;Ventosa OFF;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
82_F_Arm_2_Del;Ventosa Sentido Direita;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
82_F_Arm_2_Mag;Ventosa Sentido Esquerda (Magazine);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Led_Start;LED Start;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Led_Reset;LED Reset;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Led_Extra1;LED Extra 1;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Led_Extra2;LED Extra 2;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Panel_O4;Painel OUT 4 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Panel_O5;Painel OUT 5 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Panel_O6;Painel OUT 6 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Panel_O7;Painel OUT 7 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
90_I_Claw_2_Cart;Sensor de Peça no Berço;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
90_I_Claw_2_Del;Sensor de Garra na Posição Entrega de Peça;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
90_I_Claw_Down;Sensor de Passagem do Meio do Trajeto;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
90_I_Close_Claw;Sensor de Passagem do Berço;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Led_Start;Garra abaixada;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Led_Reset;Garra levantada;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Led_Extra1;Peça na garra;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Led_Extra2;Liga;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Panel_O4;Desliga;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Panel_O5;Chave;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Panel_O6;Reset;Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_I_Panel_O7;Painel I4 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_O_Panel_I5;Painel I5 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_O_Panel_I6;Painel I6 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
91_O_Panel_I7;Painel 17 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Inputs/...
90_I_Claw_2_Cart;Movimenta Garra Sentido Entrega de Peça;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
90_I_Claw_2_Del;Movimenta Garra Sentido Berço;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
90_I_Claw_Down;Abaixar Garra;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
