variableName;function;nameSpace;dataType;initialValue;address
61_I_Led_Extra1;LED Extra 1;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Led_Extra2;LED Extra 2;Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Panel_O4;Painel OUT 4 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Panel_O5;Painel OUT 5 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Panel_O6;Painel OUT 6 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
61_I_Panel_O7;Painel OUT 7 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Outputs/...
62_F_Conveyor;Liga Esteira;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
62_F_P1;Atuador Posição 1;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
62_F_P2;Atuador Posição 2;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
62_F_Identify;Bloqueio da Peça para Identificação;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Led_Start;LED Start;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Led_Reset;LED Reset;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Led_Extra1;LED Extra 1;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Led_Extra2;LED Extra 2;Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Panel_O4;Painel OUT 4 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Panel_O5;Painel OUT 5 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Panel_O6;Painel OUT 6 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
63_F_Panel_O7;Painel OUT 7 (Conexão banana);Sorting[60];Boolean;False;root/stations/060-Sorting/$Feedback/...
70_O_S_Inductive;Inductive sensor (metalic);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_S_Part;Part in elevator;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_S_Station;Station through;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_S_Part_Height;Part height sensor;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_Elev_High;Elevator in high position;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_Elev_Low;Elevator in low position;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_O_Pist_Back;Eject piston in back position;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_On;On;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Off;Off;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Key_Pos;Key position;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Reset;Reset;Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Panel_I4;Panel I4 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Panel_I5;Panel I5 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Panel_I6;Panel I6 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
71_O_Panel_I7;Panel I7 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Inputs/...
70_I_Elev_Down;Lowers elevator;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
70_I_Elev_Up;Rises elevator;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
70_I_Eject_Part;Eject parts;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
70_I_Air_On;Turns on air (slide);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Led_Start;Start LED;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Led_Reset;Reset LED;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Led_Extra1;Extra1 LED;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Led_Extra2;Extra2 LED;Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Panel_O4;Panel O4 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Panel_O5;Panel O5 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Panel_O6;Panel O6 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
71_I_Panel_O7;Panel O7 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Outputs/...
72_F_Elev_Down;Lowers elevator;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
72_F_Elev_Up;Rises elevator;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
72_F_Eject_Part;Eject parts;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
72_F_Air_On;Turns on air (slide);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Led_Start;Start LED;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Led_Reset;Reset LED;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Led_Extra1;Extra1 LED;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Led_Extra2;Extra2 LED;Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Panel_O4;Panel O4 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Panel_O5;Panel O5 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Panel_O6;Panel O6 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
73_F_Panel_O7;Panel O7 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Feedback/...
75_O_ID_Delivery1;Identified Delivery - Bit 1;Testing[70];Boolean;False;root/stations/070-Testing/$Control/...
75_O_ID_Delivery2;Identified Delivery - Bit 2;Testing[70];Boolean;False;root/stations/070-Testing/$Control/...
75_C_Identified;Identified Delivery;Testing[70];Boolean;False;root/stations/070-Testing/$Control/...
75_C_Requested;Requested Delivery;Testing[70];Boolean;False;root/stations/070-Testing/$Control/...
75_I_RQ_Delivery1;Requested Delivery - Bit 1;Testing[70];Boolean;False;root/stations/070-Testing/$Control/...
75_I_RQ_Delivery2;Requested Delivery - Bit 2;Testing[70];Boolean;False;root/stations/070-Testing/$Control/...
70_S_S_Inductive;Inductive sensor (metalic);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_S_Part;Part in elevator;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_S_Station;Station through;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_S_Part_Height;Part height sensor;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_Elev_High;Elevator in high position;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_Elev_Low;Elevator in low position;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_Pist_Back;Eject piston in back position;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_On;On;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Off;Off;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Key_Pos;Key position;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Reset;Reset;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Panel_I4;Panel I4 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Panel_I5;Panel I5 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Panel_I6;Panel I6 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Panel_I7;Panel I7 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_Elev_Down;Lowers elevator;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_Elev_Up;Rises elevator;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_Eject_Part;Eject parts;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
70_S_Air_On;Turns on air (slide);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Led_Start;Start LED;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Led_Reset;Reset LED;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Led_Extra1;Extra1 LED;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Led_Extra2;Extra2 LED;Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Panel_O4;Panel O4 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Panel_O5;Panel O5 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Panel_O6;Panel O6 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
71_S_Panel_O7;Panel O7 (Outside connection);Testing[70];Boolean;False;root/stations/070-Testing/$Simulated/...
80_O_Mag_Full;Alimentador Cheio;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Pist_Back;Alimentador Peças Recuado;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Pist_Fwd;Alimentador Peças Avançado;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Part_Stuck;Peça Presa Ventosa;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Arm_Mag;Ventosa Posição Esquerda (Magazine);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Arm_Del;Ventosa Posição Direita;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_O_Part_Mag;Peça Magazine;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_On;Liga;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Off;Desliga;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Key_Pos;Chave;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Reset;Reset;Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Panel_I4;Painel I4 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Panel_I5;Painel I5 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Panel_I6;Painel I6 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
81_O_Panel_I7;Painel 17 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Inputs/...
80_I_Pist_Adv;Alimentador Peças Acionado;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
80_I_Suction_On;Ventosa ON;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
80_I_Suction_Off;Ventosa OFF;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
80_I_Arm_2_Del;Ventosa Sentido Direita;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
80_I_Arm_2_Mag;Ventosa Sentido Esquerda (Magazine);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Led_Start;LED Start;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Led_Reset;LED Reset;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Led_Extra1;LED Extra 1;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Led_Extra2;LED Extra 2;Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Panel_O4;Painel OUT 4 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Panel_O5;Painel OUT 5 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Panel_O6;Painel OUT 6 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
81_I_Panel_O7;Painel OUT 7 (Conexão banana);Distributing[80];Boolean;False;root/stations/080-Distributing/$Outputs/...
82_F_Pist_Adv;Alimentador Peças Acionado;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
82_F_Suction_On;Ventosa ON;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
82_F_Suction_Off;Ventosa OFF;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
82_F_Arm_2_Del;Ventosa Sentido Direita;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
82_F_Arm_2_Mag;Ventosa Sentido Esquerda (Magazine);Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Led_Start;LED Start;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Led_Reset;LED Reset;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Led_Extra1;LED Extra 1;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
83_F_Led_Extra2;LED Extra 2;Distributing[80];Boolean;False;root/stations/080-Distributing/$Feedback/...
