variableName;function;nameSpace;dataType;initialValue;address
Ant3_R_TagID;Reads the TAG ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Ant3_R_UserData;Reads User Data;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Ant3_W_TagID;Writes to the TAG ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Ant3_W_UserData;Writes User Data;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Ant4_TagReport;Shows Tag Infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Ant4_R_TagID;Reads the TAG ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Ant4_R_UserData;Reads User Data;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Ant4_W_TagID;Writes to the TAG ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Ant4_W_UserData;Writes User Data;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
WrtieStatus;Confirms the Writing Status of the Antenas;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Status/...
40_Input;;Storage[40];Boolean;false;root/stations/040-Storage/$Inputs/...
40_Output;;Storage[40];Boolean;false;root/stations/040-Storage/$Outputs/...
40_Feedback;;Storage[40];Boolean;false;root/stations/040-Storage/$Feedback/...
O_50_Part_Reserve;Part in reserve position;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_50_Claw_Cart;Claw at cart position;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_50_Claw_Del;Claw at delivery position;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_50_Claw_Reserve;Claw at reserve position;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_50_Claw_Low;Claw Low;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_50_Claw_High;Claw high;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_50_Part_in_Claw;Part in claw;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_51_Start;Start Button;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_51_Stop;Stop Button;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_51_Key_Pos;Key position;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_51_Reset;Reset Button;Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_51_Panel_I4;Panel I4 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_51_Panel_I5;Panel I5 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_51_Panel_I6;Panel I6 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
O_51_Panel_I7;Panel I7 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Inputs/...
I_50_Claw_2_Del;Moves claw to delivery position;Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_50_Claw_2_Cart;Moves claw to cart position;Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_50_Claw_Down;Lowers claw;Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_50_Close_Claw;Closes claw;Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_51_Led_Start;Start LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_51_Led_Reset;Reset LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_51_Led_Extra1;Extra1 LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_51_Led_Extra2;Extra2 LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_51_Panel_O4;Panel O4 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_51_Panel_O5;Panel O5 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_51_Panel_O6;Panel O6 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
I_51_Panel_O7;Panel O7 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Outputs/...
F_52_Claw_2_Del;Moves claw to delivery position;Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_52_Claw_2_Cart;Moves claw to cart position;Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_52_Claw_Down;Lowers claw;Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_52_Close_Claw;Closes claw;Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_53_Led_Start;Start LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_53_Led_Reset;Reset LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_53_Led_Extra1;Extra1 LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_53_Led_Extra2;Extra2 LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_53_Panel_O4;Panel O4 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_53_Panel_O5;Panel O5 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_53_Panel_O6;Panel O6 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
F_53_Panel_O7;Panel O7 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Feedback/...
C_55_Cart2Del;Cart to Delivery Transport;Handling[50];Boolean;false;root/stations/050-Handling1/$Control/...
C_55_Del2Cart;Delivery to Cart Transport;Handling[50];Boolean;false;root/stations/050-Handling1/$Control/...
C_55_MoveArm;Sends Signal to Move Arm;Handling[50];Boolean;false;root/stations/050-Handling1/$Control/...
SO_50_Part_Reserve;Part in reserve position;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_50_Claw_Del;Claw at delivery position;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_50_Claw_Reserve;Claw at reserve position;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_50_Claw_Cart;Claw at cart position;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_50_Claw_Low;Claw Low;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_50_Claw_High;Claw high;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_50_Part_in_Claw;Part in claw;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_51_Start;Start Button;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_51_Stop;Stop Button;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_51_Key_Pos;Key position;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_51_Reset;Reset;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_51_Panel_I4;Panel I4 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_51_Panel_I5;Panel I5 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_51_Panel_I6;Panel I6 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SO_51_Panel_I7;Panel I7 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_50_Claw_2_Cart;Moves claw to cart position;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_50_Claw_2_Del;Moves claw to delivery position;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_50_Claw_Down;Lowers claw;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_50_Close_Claw;Closes claw;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_51_Led_Start;Start LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_51_Led_Reset;Reset LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_51_Led_Extra1;Extra1 LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_51_Led_Extra2;Extra2 LED;Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_51_Panel_O4;Panel O4 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_51_Panel_O5;Panel O5 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_51_Panel_O6;Panel O6 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
SI_51_Panel_O7;Panel O7 (Outside connection);Handling[50];Boolean;false;root/stations/050-Handling1/$Simulated/...
O_60_SPart;Part sensor;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_60_SInd;Inductive sensor (metalic);Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_60_SPhoto;Photoelectric (color) sensor;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_60_Part_Pass;Part has passed the identify;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_60_SL1_Bck;Lever1 back position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_60_SL1_Fwd;Lever1 forward position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_60_SL2_Bck;Lever2 back position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_60_SL2_Fwd;Lever2 forward position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_61_Start;Start Button;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_61_Stop;Stop Button;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_61_Key_Pos;Key position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_61_Reset;Reset Button;Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_61_Panel_I4;Panel I4 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_61_Panel_I5;Panel I5 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_61_Panel_I6;Panel I6 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
O_61_Panel_I7;Panel I7 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Inputs/...
I_60_Conveyor;Conveyor on;Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_60_P1;Pushes Lever 1 forward;Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_60_P2;Pushes Lever 2 forward;Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_60_Identify;Identify pin;Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_61_Led_Start;Start LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_61_Led_Reset;Reset LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_61_Led_Extra1;Extra1 LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_61_Led_Extra2;Extra2 LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_61_Panel_O4;Panel O4 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_61_Panel_O5;Panel O5 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_61_Panel_O6;Panel O6 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
I_61_Panel_O7;Panel O7 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Outputs/...
F_62_Conveyor;Conveyor on;Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_62_P1;Pushes Lever 1 forward;Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_62_P2;Pushes Lever 2 forward;Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_62_Identify;Identify pin;Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_63_Led_Start;Start LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_63_Led_Reset;Reset LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_63_Led_Extra1;Extra1 LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_63_Led_Extra2;Extra2 LED;Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_63_Panel_O4;Panel O4 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_63_Panel_O5;Panel O5 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_63_Panel_O6;Panel O6 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
F_63_Panel_O7;Panel O7 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Feedback/...
SO_60_SO_Part;Part sensor;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_60_SO_Ind;Inductive sensor (metalic);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_60_SO_Photo;Photoelectric (color) sensor;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_60_Part_Pass;Part has passed the identify;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_60_SL1_Bck;Lever1 back position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_60_SL1_Fwd;Lever1 forward position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_60_SL2_Bck;Lever2 back position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_60_SL2_Fwd;Lever2 forward position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_61_Start;Start Button;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_61_Stop;Stop Button;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_61_Key_Pos;Key position;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_61_Reset;Reset Button;Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
SO_61_Panel_I4;Panel I4 (Outside connection);Sorting[60];Boolean;false;root/stations/060-Sorting/$Simulated/...
